canonical_smiles
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O
CC1CN(CCN1)c2cc3N(C=C(C(=O)O)C(=O)c3c(C)c2F)C4CC4
CN1CCN(CCCCN2C(=O)CN(\N=C\c3oc(cc3)c4ccc(Cl)cc4)C2=O)CC1
CN(C)CCCN1c2ccccc2CCc3ccccc13
C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13
Cl.CSc1ccc(cc1)[C@H]2N=C(OCc3ccc(NS(=O)(=O)C)cc3)N(C)Cc4ccccc24
Cl.CSc1ccc(cc1)[C@@H]2N=C(OCc3ccc(NS(=O)(=O)C)cc3)N(C)Cc4ccccc24
Cl.CN1Cc2ccccc2[C@@H](N=C1CCc3ccc(NS(=O)(=O)C)cc3)c4ccc(F)cc4F
CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
CN1Cc2ccccc2[C@@H](N=C1OCc3ccc(NS(=O)(=O)C)cc3)c4ccccc4.OC(=O)\C=C\C(=O)O
Cl.CN1Cc2ccccc2[C@H](N=C1CCc3ccc(NS(=O)(=O)C)cc3)c4ccc(F)cc4F
CN1Cc2ccccc2[C@H](N=C1OCc3ccc(NS(=O)(=O)C)cc3)c4ccccc4.OC(=O)\C=C\C(=O)O
CN1C(=O)[C@H](NC(=O)C(N)Cc2ccccc2)N=C(c3ccccc3)c4ccccc14
FC(F)(F)CN1C(=O)[C@H](NC(=O)Cc2ccc(cc2C(F)(F)F)C(F)(F)F)N=C(c3ccccc3)c4ccccc14
CN1C(=O)[C@H](NC(=O)CCC2CCCCC2)N=C(c3ccccc3)c4ccccc14
CN1C(=O)[C@H](NC(=O)\C=C\c2ccc(Cl)cc2Cl)N=C(c3ccccc3)c4ccccc14
FC(F)(F)CN1C(=O)[C@H](NC(=O)Cc2ccc(Cl)cc2Cl)N=C(c3ccccc3)c4ccccc14
CN1C(=O)[C@H](NC(=O)Nc2cccc(C)c2)N=C(c3ccccc3)c4ccccc14
FC(F)(F)CN1C(=O)[C@H](NC(=O)Cc2cc(Cl)cc(Cl)c2)N=C(c3ccccc3)c4ccccc14
CN1C(=O)[C@@H](NC(=O)Nc2cccc(C)c2)N=C(c3ccccc3)c4ccccc14
CN(C)CCN1C(=O)C(NC(=O)CCc2ccc(Cl)cc2Cl)N=C(c3ccccc3)c4ccccc14
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c3cc(ccc13)C(F)(F)F
O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c4c[nH]c5ccccc45
COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1
Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1
Fc1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25
CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4
CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3
CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
CN1C2CCCC1CC(C2)NC(=O)c3nn(C)c4ccccc34
Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5
COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC
CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
Cc1cccc(CCN2CCC(CC2)C(=O)c3ccc(NS(=O)(=O)C)cc3)n1
Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1
COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C
CN(C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4)C5=NC=CC(=O)N5
CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1
COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
